1	5942777.48	5474557.81	1.02
2	5942777.43	5474558.36	0.67
3	5942777.34	5474558.89	1.12
4	5942777.09	5474560.37	1.13
5	5942779.85	5474552.23	1.02
6	5942780.05	5474551.32	0.40
7	5942780.14	5474550.30	1.04
8	5942780.12	5474548.74	1.06
9	5942796.28	5474554.11	1.07
10	5942794.85	5474559.78	1.06
12	5942797.84	5474552.44	0.95
13	5942799.13	5474551.23	0.97
14	5942793.92	5474560.17	0.66
15	5942796.55	5474553.03	0.47
16	5942793.46	5474560.36	1.14
17	5942791.16	5474561.32	1.06
18	5942819.29	5474556.81	0.97
19	5942819.03	5474562.35	1.08
20	5942819.38	5474555.01	0.95
21	5942818.99	5474563.15	0.54
22	5942818.96	5474563.75	1.06
23	5942818.84	5474566.34	1.05
24	5943235.11	5474599.30	0.81
25	5943234.90	5474600.79	0.78
26	5943234.75	5474601.64	0.36
27	5943234.77	5474602.22	0.67
28	5943233.41	5474608.01	0.97
29	5943233.47	5474608.96	0.48
30	5943233.25	5474610.18	1.15
31	5943233.35	5474612.04	1.12
32	5943271.66	5474617.22	0.96
33	5943271.20	5474614.49	1.05
34	5943266.62	5474612.51	0.67
35	5943267.04	5474611.43	0.98
36	5943266.15	5474606.16	0.86
37	5943266.48	5474605.35	0.40
38	5943266.70	5474604.48	0.78
39	5943266.91	5474600.70	0.77
40	5943280.89	5474615.15	1.03
41	5943281.15	5474614.10	0.41
42	5943281.40	5474613.27	0.98
43	5943290.30	5474615.58	0.87
44	5943289.82	5474616.34	0.49
45	5943288.90	5474617.57	1.08
46	5943292.15	5474627.03	1.14
47	5943293.33	5474626.93	0.56
48	5943294.73	5474626.73	1.10
51	5943291.09	5474629.08	1.25
54	5943302.86	5474626.69	0.90
55	5943301.22	5474618.88	0.78
56	5943298.92	5474618.50	0.79
57	5943298.00	5474618.42	0.35
58	5943297.11	5474618.37	0.64
59	5943287.33	5474617.92	0.11
60	5943296.74	5474614.60	0.84
61	5943297.45	5474615.36	0.17
62	5943298.32	5474616.27	0.72
63	5943295.01	5474607.28	1.06
64	5943295.80	5474606.55	1.06
65	5943304.42	5474615.33	1.13
66	5943304.76	5474612.35	1.13
67	5943304.82	5474611.85	0.63
68	5943304.36	5474615.82	0.63
69	5943304.31	5474616.32	1.13
70	5943304.87	5474611.35	1.13
71	5943304.93	5474610.86	1.13
72	5943304.25	5474616.82	1.13
73	5943284.16	5474606.24	0.38
74	5943283.58	5474605.50	0.88
75	5943284.40	5474598.96	0.92
76	5943285.01	5474598.77	0.29
77	5943285.58	5474598.59	0.98
78	5943292.26	5474596.50	0.98
79	5943293.03	5474596.26	0.49
80	5943293.50	5474596.11	0.88
81	5943294.75	5474595.72	0.88
82	5943282.49	5474599.56	0.92
85	5943500.42	5474632.19	0.54
86	5943499.63	5474635.63	0.67
87	5943500.86	5474630.20	0.44
88	5943500.70	5474630.99	0.24
89	5943501.12	5474629.27	0.54
90	5943499.22	5474637.30	0.67
91	5943506.26	5474633.57	0.54
92	5943499.44	5474636.33	0.37
93	5943505.40	5474637.22	0.67
94	5943505.17	5474638.20	0.67
95	5943504.94	5474639.17	0.67
96	5943506.45	5474632.90	0.24
97	5943506.78	5474631.33	0.54
98	5943504.71	5474640.14	0.67
99	5943517.31	5474634.65	0.54
100	5943515.41	5474642.68	0.67
101	5943517.08	5474635.62	0.54
102	5943516.97	5474636.11	0.24
103	5943517.57	5474637.06	0.32
104	5943516.85	5474636.59	0.54
105	5943515.64	5474641.70	0.67
106	5943515.76	5474641.22	0.17
107	5943515.87	5474640.73	0.67
112	5943160.78	5474136.92	0.55
113	5943160.97	5474136.66	0.12
114	5943161.25	5474136.35	0.48
115	5943157.34	5474126.93	0.51
116	5943158.26	5474126.93	0.43
117	5943159.01	5474126.60	0.71
118	5943157.38	5474127.52	0.70
119	5943157.12	5474126.18	0.77
120	5943155.57	5474121.02	0.50
121	5943156.34	5474120.56	0.04
122	5943157.26	5474120.52	0.56
123	5943140.10	5474126.33	0.80
124	5943140.22	5474125.81	0.49
125	5943140.26	5474125.28	0.73
126	5942639.20	5474113.12	0.23
127	5942640.08	5474112.32	0.14
128	5942641.34	5474111.56	0.78
129	5942649.25	5474124.25	0.33
130	5942629.15	5474101.98	0.31
131	5942630.40	5474100.85	0.69
132	5942650.14	5474123.45	0.13
133	5942650.51	5474123.12	0.63
134	5942646.60	5474103.74	0.64
135	5942650.72	5474110.60	0.67
136	5942645.23	5474109.23	0.58
137	5942650.37	5474106.15	0.63
138	5942654.14	5474108.55	0.58
143	5941814.89	5476543.65	1.67
144	5941815.18	5476543.34	0.97
145	5941815.45	5476543.07	1.57
146	5941796.00	5476520.34	1.62
147	5941796.46	5476519.01	0.98
148	5941797.71	5476519.05	1.55
149	5941795.90	5476517.95	1.64
150	5941813.57	5476507.04	1.53
151	5941813.91	5476507.41	0.96
152	5941814.23	5476507.79	1.66
153	5941777.30	5476529.26	1.55
154	5941777.14	5476528.78	0.93
155	5941776.85	5476528.30	1.64
156	5941706.61	5476552.42	1.34
157	5941708.45	5476554.78	1.36
158	5941707.05	5476562.58	1.56
159	5941707.49	5476563.52	0.97
160	5941707.90	5476564.58	1.56
161	5941727.77	5476542.10	1.47
162	5941729.78	5476544.40	1.62
163	5941740.11	5476545.67	1.68
164	5941740.76	5476547.17	0.98
165	5941741.14	5476549.10	1.68
166	5941742.42	5476584.32	1.25
167	5941740.98	5476585.81	1.29
168	5941719.46	5476557.92	0.94
169	5941718.75	5476556.74	1.24
170	5941720.83	5476558.80	1.37
171	5941719.14	5476559.98	1.37
172	5941720.01	5476559.28	1.01
173	5941659.60	5476616.02	1.07
174	5941660.44	5476615.02	0.63
175	5941661.45	5476613.86	1.01
177	5941647.45	5476595.63	1.11
178	5941644.16	5476596.37	0.98
179	5941666.52	5476582.96	0.63
180	5941665.89	5476581.46	1.17
181	5941666.82	5476584.88	1.09
182	5941630.05	5476598.92	1.07
183	5941631.40	5476602.20	1.06
300	5943177.07	5476277.49	1.44
301	5943176.98	5476276.87	0.74
302	5943177.87	5476275.76	0.95
303	5943178.02	5476275.33	1.17
304	5943193.70	5476274.69	1.39
305	5943195.21	5476277.22	1.47
306	5943199.18	5476283.95	1.27
307	5943199.39	5476284.31	0.81
308	5943199.88	5476285.18	0.86
309	5943200.15	5476285.70	1.29
312	5943164.04	5476302.90	1.41
313	5943163.81	5476302.47	0.84
314	5943163.32	5476301.59	0.92
315	5943163.08	5476301.17	1.43
316	5943155.59	5476296.53	1.60
317	5943154.18	5476294.20	1.52
318	5943154.07	5476288.52	1.39
319	5943153.89	5476287.95	1.01
320	5943153.41	5476287.12	0.83
321	5943153.12	5476286.82	1.49
322	5943139.44	5476293.31	1.53
323	5943139.70	5476293.55	1.04
324	5943139.90	5476294.35	1.07
325	5943140.15	5476294.74	1.47
326	5943143.02	5476299.20	1.53
327	5943144.43	5476301.66	1.59
328	5943150.03	5476307.20	1.50
329	5943149.70	5476307.89	1.04
330	5943150.50	5476308.89	0.96
331	5943150.91	5476309.46	1.41
332	5943145.31	5476303.95	4.08
333	5943165.57	5476295.51	3.55
334	5943200.22	5476278.78	4.80
335	5943198.47	5476269.52	4.41
336	5943160.10	5476287.66	3.83
337	5943133.73	5476300.46	4.40
338	5943051.65	5476347.38	1.64
339	5943036.89	5476343.79	1.62
340	5943036.70	5476343.29	1.01
341	5943036.60	5476342.62	1.12
342	5943036.35	5476342.14	1.42
343	5943051.23	5476354.31	1.54
344	5943051.52	5476354.70	0.96
345	5943052.06	5476355.37	0.85
346	5943052.49	5476355.88	1.54
351	5943000.09	5476359.01	1.69
352	5943000.37	5476359.57	1.03
353	5943000.66	5476360.61	1.01
354	5943000.86	5476361.14	1.68
356	5943001.42	5476369.77	1.71
357	5943010.63	5476373.70	1.48
358	5943010.88	5476374.00	1.07
359	5943011.37	5476374.55	0.89
360	5943011.67	5476374.79	1.50
361	5943046.66	5476352.52	4.62
362	5943044.41	5476344.98	4.63
363	5943005.66	5476361.50	3.77
364	5943006.56	5476370.11	3.74
365	5942993.99	5476377.68	3.54
366	5942989.20	5476369.83	3.76
367	5942938.84	5476478.89	1.94
368	5942939.33	5476478.73	1.64
369	5942939.88	5476478.53	1.89
370	5942939.95	5476486.57	2.14
371	5942943.32	5476483.56	2.11
372	5942944.52	5476502.76	2.10
373	5942945.64	5476502.49	1.98
374	5942946.23	5476502.27	1.60
375	5942946.76	5476501.96	1.96
376	5942949.50	5476500.34	2.13
377	5942956.30	5476498.59	2.16
378	5942949.37	5476518.55	2.13
379	5942950.02	5476518.70	2.11
380	5942951.15	5476518.41	1.75
381	5942951.89	5476517.98	2.10
382	5942955.86	5476517.06	2.14
500	5942997.17	5476700.06	2.37
501	5943002.07	5476698.64	2.09
502	5943002.56	5476698.56	1.64
503	5943003.71	5476698.16	2.18
504	5943005.82	5476697.90	2.24
505	5943008.82	5476697.20	2.28
506	5943009.65	5476696.67	1.76
507	5943010.29	5476696.48	2.27
508	5943014.49	5476695.10	2.21
509	5943021.69	5476723.11	2.23
510	5943018.26	5476725.74	2.18
511	5943017.79	5476725.98	1.82
512	5943017.24	5476726.30	2.16
513	5943014.63	5476727.01	2.21
514	5943011.93	5476727.98	2.23
